,esports_match_id,map_name,map_type,player_name,team_name,hero_name
32847,39213,Paraíso,hybrid,Reiner,Los Angeles Gladiators,Junker Queen
32875,39213,Paraíso,hybrid,kevster,Los Angeles Gladiators,Genji
32899,39213,Paraíso,hybrid,kevster,Los Angeles Gladiators,Hanzo
32906,39213,Paraíso,hybrid,kevster,Los Angeles Gladiators,Widowmaker
32930,39213,Paraíso,hybrid,skewed,Los Angeles Gladiators,Brigitte
32965,39213,Paraíso,hybrid,Coluge,San Francisco Shock,Junker Queen
32996,39213,Paraíso,hybrid,FiNN,San Francisco Shock,Brigitte
33031,39213,Paraíso,hybrid,Kilo,San Francisco Shock,Ashe
33056,39213,Paraíso,hybrid,Kilo,San Francisco Shock,Cassidy
33057,39213,Paraíso,hybrid,Kilo,San Francisco Shock,Widowmaker
33073,39213,Paraíso,hybrid,Proper,San Francisco Shock,Genji
33112,39213,Paraíso,hybrid,Viol2t,San Francisco Shock,Lucio
33159,39213,Junkertown,payload,FunnyAstro,Los Angeles Gladiators,Lucio
33195,39213,Junkertown,payload,Happy,Los Angeles Gladiators,Ashe
33220,39213,Junkertown,payload,Happy,Los Angeles Gladiators,Sojourn
33248,39213,Junkertown,payload,Happy,Los Angeles Gladiators,Widowmaker
33272,39213,Junkertown,payload,Reiner,Los Angeles Gladiators,Junker Queen
33311,39213,Junkertown,payload,kevster,Los Angeles Gladiators,Genji
33330,39213,Junkertown,payload,kevster,Los Angeles Gladiators,Hanzo
33351,39213,Junkertown,payload,skewed,Los Angeles Gladiators,Brigitte
33387,39213,Junkertown,payload,Coluge,San Francisco Shock,Junker Queen
33410,39213,Junkertown,payload,FiNN,San Francisco Shock,Ana
33414,39213,Junkertown,payload,FiNN,San Francisco Shock,Brigitte
33433,39213,Junkertown,payload,FiNN,San Francisco Shock,Moira
33449,39213,Junkertown,payload,Kilo,San Francisco Shock,Sojourn
33469,39213,Junkertown,payload,Kilo,San Francisco Shock,Tracer
33476,39213,Junkertown,payload,Kilo,San Francisco Shock,Widowmaker
33490,39213,Junkertown,payload,Proper,San Francisco Shock,Ashe
33503,39213,Junkertown,payload,Proper,San Francisco Shock,Genji
33540,39213,Junkertown,payload,Viol2t,San Francisco Shock,Lucio
33579,39213,New Queen Street,push,FunnyAstro,Los Angeles Gladiators,Lucio
33616,39213,New Queen Street,push,Happy,Los Angeles Gladiators,Sojourn
33653,39213,New Queen Street,push,Reiner,Los Angeles Gladiators,Junker Queen
33683,39213,New Queen Street,push,kevster,Los Angeles Gladiators,Genji
33717,39213,New Queen Street,push,skewed,Los Angeles Gladiators,Brigitte
33749,39213,New Queen Street,push,Coluge,San Francisco Shock,Junker Queen
33781,39213,New Queen Street,push,FiNN,San Francisco Shock,Brigitte
33811,39213,New Queen Street,push,Kilo,San Francisco Shock,Sojourn
33855,39213,New Queen Street,push,Proper,San Francisco Shock,Genji
33887,39213,New Queen Street,push,Viol2t,San Francisco Shock,Lucio
33922,39214,Lijiang Tower,control,Anamo,Florida Mayhem,Brigitte
33938,39214,Lijiang Tower,control,Anamo,Florida Mayhem,Moira
33962,39214,Lijiang Tower,control,Checkmate,Florida Mayhem,Genji
33984,39214,Lijiang Tower,control,Checkmate,Florida Mayhem,Symmetra
34003,39214,Lijiang Tower,control,Hydron,Florida Mayhem,Sojourn
34025,39214,Lijiang Tower,control,Hydron,Florida Mayhem,Symmetra
34042,39214,Lijiang Tower,control,SirMajed,Florida Mayhem,Lucio
34077,39214,Lijiang Tower,control,Someone,Florida Mayhem,Junker Queen
34101,39214,Lijiang Tower,control,Someone,Florida Mayhem,Wrecking Ball
34127,39214,Lijiang Tower,control,Assassin,Washington Justice,Genji
34163,39214,Lijiang Tower,control,Decay,Washington Justice,Sojourn
34187,39214,Lijiang Tower,control,Decay,Washington Justice,Symmetra
34215,39214,Lijiang Tower,control,Kalios,Washington Justice,Junker Queen
34259,39214,Lijiang Tower,control,Krillin,Washington Justice,Brigitte
34297,39214,Lijiang Tower,control,OPENER,Washington Justice,Lucio
34338,39214,Paraíso,hybrid,Anamo,Florida Mayhem,Brigitte
34374,39214,Paraíso,hybrid,Checkmate,Florida Mayhem,Genji
34395,39214,Paraíso,hybrid,Checkmate,Florida Mayhem,Widowmaker
34412,39214,Paraíso,hybrid,Hydron,Florida Mayhem,Sojourn
34434,39214,Paraíso,hybrid,Hydron,Florida Mayhem,Widowmaker
34452,39214,Paraíso,hybrid,SirMajed,Florida Mayhem,Lucio
34492,39214,Paraíso,hybrid,Someone,Florida Mayhem,Junker Queen
34530,39214,Paraíso,hybrid,Assassin,Washington Justice,Genji
34567,39214,Paraíso,hybrid,Decay,Washington Justice,Sojourn
34592,39214,Paraíso,hybrid,Decay,Washington Justice,Widowmaker
34610,39214,Paraíso,hybrid,Kalios,Washington Justice,Junker Queen
34646,39214,Paraíso,hybrid,Krillin,Washington Justice,Brigitte
34681,39214,Paraíso,hybrid,OPENER,Washington Justice,Lucio
34712,39214,Paraíso,hybrid,OPENER,Washington Justice,Mercy
34720,39214,Circuit royal,payload,Anamo,Florida Mayhem,Brigitte
34751,39214,Circuit royal,payload,Checkmate,Florida Mayhem,Ashe
34762,39214,Circuit royal,payload,Checkmate,Florida Mayhem,Genji
34785,39214,Circuit royal,payload,Checkmate,Florida Mayhem,Symmetra
34805,39214,Circuit royal,payload,SirMajed,Florida Mayhem,Lucio
34844,39214,Circuit royal,payload,Someone,Florida Mayhem,Junker Queen
34878,39214,Circuit royal,payload,Xzi,Florida Mayhem,Sojourn
34915,39214,Circuit royal,payload,Assassin,Washington Justice,Genji
34949,39214,Circuit royal,payload,Decay,Washington Justice,Sojourn
34983,39214,Circuit royal,payload,Kalios,Washington Justice,Junker Queen
35021,39214,Circuit royal,payload,Krillin,Washington Justice,Brigitte
35057,39214,Circuit royal,payload,OPENER,Washington Justice,Lucio
35100,39060,Ilios,control,ChoiSehwan,Guangzhou Charge,Genji
35121,39060,Ilios,control,ChoiSehwan,Guangzhou Charge,Tracer
35136,39060,Ilios,control,Cr0ng,Guangzhou Charge,Junker Queen
35176,39060,Ilios,control,Farway1987,Guangzhou Charge,Brigitte
35208,39060,Ilios,control,Jimmy,Guangzhou Charge,Sojourn
35234,39060,Ilios,control,Jimmy,Guangzhou Charge,Symmetra
35241,39060,Ilios,control,Jimmy,Guangzhou Charge,Widowmaker
35278,39060,Ilios,control,Xerneas,Guangzhou Charge,Lucio
35315,39060,Ilios,control,Becky,Los Angeles Valiant,Genji
35333,39060,Ilios,control,Becky,Los Angeles Valiant,Symmetra
35355,39060,Ilios,control,Diya,Los Angeles Valiant,Junker Queen
35393,39060,Ilios,control,Ezhan,Los Angeles Valiant,Ashe
35417,39060,Ilios,control,Ezhan,Los Angeles Valiant,Sojourn
35444,39060,Ilios,control,Lengsa,Los Angeles Valiant,Lucio
35487,39060,Ilios,control,SASIN,Los Angeles Valiant,Brigitte
35524,39060,Midtown,hybrid,ChoiSehwan,Guangzhou Charge,Genji
35556,39060,Midtown,hybrid,Cr0ng,Guangzhou Charge,Junker Queen
35592,39060,Midtown,hybrid,Farway1987,Guangzhou Charge,Brigitte
35619,39060,Midtown,hybrid,Jimmy,Guangzhou Charge,Sojourn
35641,39060,Midtown,hybrid,Jimmy,Guangzhou Charge,Widowmaker
35666,39060,Midtown,hybrid,Xerneas,Guangzhou Charge,Lucio
35709,39060,Midtown,hybrid,Becky,Los Angeles Valiant,Genji
35727,39060,Midtown,hybrid,Becky,Los Angeles Valiant,Tracer
35745,39060,Midtown,hybrid,Diya,Los Angeles Valiant,Junker Queen
35787,39060,Midtown,hybrid,Ezhan,Los Angeles Valiant,Ashe
35810,39060,Midtown,hybrid,Ezhan,Los Angeles Valiant,Sojourn
35829,39060,Midtown,hybrid,Ezhan,Los Angeles Valiant,Tracer
35836,39060,Midtown,hybrid,Ezhan,Los Angeles Valiant,Widowmaker
35863,39060,Midtown,hybrid,Lengsa,Los Angeles Valiant,Lucio
35899,39060,Midtown,hybrid,SASIN,Los Angeles Valiant,Brigitte
35927,39060,Dorado,payload,ChoiSehwan,Guangzhou Charge,Genji
35962,39060,Dorado,payload,Cr0ng,Guangzhou Charge,Junker Queen
35998,39060,Dorado,payload,Farway1987,Guangzhou Charge,Brigitte
36032,39060,Dorado,payload,Jimmy,Guangzhou Charge,Ashe
36046,39060,Dorado,payload,Jimmy,Guangzhou Charge,Sojourn
36071,39060,Dorado,payload,Jimmy,Guangzhou Charge,Symmetra
36089,39060,Dorado,payload,Xerneas,Guangzhou Charge,Lucio
36139,39060,Dorado,payload,Becky,Los Angeles Valiant,Genji
36173,39060,Dorado,payload,Diya,Los Angeles Valiant,Doomfist
36191,39060,Dorado,payload,Diya,Los Angeles Valiant,Junker Queen
36227,39060,Dorado,payload,Ezhan,Los Angeles Valiant,Sojourn
36252,39060,Dorado,payload,Ezhan,Los Angeles Valiant,Widowmaker
36273,39060,Dorado,payload,Lengsa,Los Angeles Valiant,Lucio
36308,39060,Dorado,payload,SASIN,Los Angeles Valiant,Brigitte
36343,39060,Colosseo,push,ChoiSehwan,Guangzhou Charge,Genji
36372,39060,Colosseo,push,Cr0ng,Guangzhou Charge,Junker Queen
36401,39060,Colosseo,push,Farway1987,Guangzhou Charge,Brigitte
36430,39060,Colosseo,push,Jimmy,Guangzhou Charge,Sojourn
36460,39060,Colosseo,push,Xerneas,Guangzhou Charge,Lucio
36497,39060,Colosseo,push,Becky,Los Angeles Valiant,Genji
